"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu May 13 15:10:45 CST 2021","Thu May 13 15:12:32 CST 2021","106203","testcase","test_break","Test_break","","","[Main]-->[Bluetooth]","该用例[Main]-->[Bluetooth]页面来回切换测试"
